USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23744 13572 ?        Ss   03:01   0:04 /sbin/init
root          55  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/6]
root          56  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/6]
root          57  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/6]
root          59  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/6:0H-events_highpri]
root          60  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/7]
root          61  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/7]
root          62  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/7]
root          63  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/7]
root          64  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/7:0-mm_percpu_wq]
root          65  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/7:0H-events_highpri]
root          66  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/8]
root          67  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/8]
root          68  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/8]
root          69  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/8]
root          71  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/8:0H-events_highpri]
root          72  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/9]
root          73  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/9]
root          74  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/9]
root          75  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/9]
root          76  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/9:0-events]
root          77  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/9:0H-events_highpri]
root          78  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/10]
root          79  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/10]
root          80  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/10]
root          81  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/10]
root          82  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/10:0-mm_percpu_wq]
root          83  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/10:0H-events_highpri]
root          84  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/11]
root          85  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/11]
root          86  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/11]
root          87  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/11]
root          88  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/11:0-events]
root          89  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/11:0H-events_highpri]
root          90  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/12]
root          91  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/12]
root          92  0.0  0.0      0     0 ?        S    03:01   0:03 [migration/12]
root          93  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/12]
root          95  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/12:0H-events_highpri]
root          96  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/13]
root          97  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/13]
root          98  0.0  0.0      0     0 ?        S    03:01   0:02 [migration/13]
root          99  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/13]
root         101  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/13:0H-events_highpri]
root         102  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/14]
root         103  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/14]
root         104  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/14]
root         105  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/14]
root         107  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/14:0H-kblockd]
root         108  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/15]
root         109  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/15]
root         110  0.0  0.0      0     0 ?        S    03:01   0:03 [migration/15]
root         111  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/15]
root         113  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/15:0H-events_highpri]
root         114  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/16]
root         115  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/16]
root         116  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/16]
root         117  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/16]
root         119  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/16:0H-events_highpri]
root         120  0.0  0.0      0     0 ?        S    03:01   0:00 [rcu_exp_par_gp_kthread_worker/2]
root         121  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/17]
root         122  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/17]
root         123  0.0  0.0      0     0 ?        S    03:01   0:02 [migration/17]
root         124  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/17]
root         126  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/17:0H-events_highpri]
root         127  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/18]
root         128  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/18]
root         129  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/18]
root         130  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/18]
root         132  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/18:0H-events_highpri]
root         133  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/19]
root         134  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/19]
root         135  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/19]
root         136  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/19]
root         137  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/19:0-mm_percpu_wq]
root         138  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/19:0H-events_highpri]
root         139  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/20]
root         140  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/20]
root         141  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/20]
root         142  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/20]
root         144  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/20:0H-events_highpri]
root         145  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/21]
root         146  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/21]
root         147  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/21]
root         148  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/21]
root         150  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/21:0H-events_highpri]
root         151  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/22]
root         152  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/22]
root         153  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/22]
root         154  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/22]
root         155  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/22:0-mm_percpu_wq]
root         156  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/22:0H-events_highpri]
root         157  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/23]
root         158  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/23]
root         159  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/23]
root         160  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/23]
root         161  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/23:0-events]
root         162  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/23:0H-events_highpri]
root         163  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/24]
root         164  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/24]
root         165  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/24]
root         166  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/24]
root         168  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/24:0H-events_highpri]
root         169  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/25]
root         170  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/25]
root         171  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/25]
root         172  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/25]
root         174  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/25:0H-events_highpri]
root         175  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/26]
root         176  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/26]
root         177  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/26]
root         178  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/26]
root         180  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/26:0H-events_highpri]
root         181  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/27]
root         182  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/27]
root         183  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/27]
root         184  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/27]
root         185  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/27:0-mm_percpu_wq]
root         186  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/27:0H-events_highpri]
root         187  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/28]
root         188  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/28]
root         189  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/28]
root         190  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/28]
root         192  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/28:0H-events_highpri]
root         193  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/29]
root         194  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/29]
root         195  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/29]
root         196  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/29]
root         198  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/29:0H-events_highpri]
root         199  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/30]
root         200  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/30]
root         201  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/30]
root         202  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/30]
root         203  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/30:0-mm_percpu_wq]
root         204  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/30:0H-events_highpri]
root         205  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/31]
root         206  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/31]
root         207  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/31]
root         208  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/31]
root         209  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/31:0-events]
root         210  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/31:0H-events_highpri]
root         211  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/32]
root         212  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/32]
root         213  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/32]
root         214  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/32]
root         216  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/32:0H-events_highpri]
root         217  0.0  0.0      0     0 ?        S    03:01   0:00 [rcu_exp_par_gp_kthread_worker/3]
root         218  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/33]
root         219  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/33]
root         220  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/33]
root         221  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/33]
root         222  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/33:0-mm_percpu_wq]
root         223  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/33:0H-events_highpri]
root         224  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/34]
root         225  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/34]
root         226  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/34]
root         227  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/34]
root         229  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/34:0H-events_highpri]
root         230  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/35]
root         231  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/35]
root         232  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/35]
root         233  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/35]
root         235  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/35:0H-events_highpri]
root         236  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/36]
root         237  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/36]
root         238  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/36]
root         239  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/36]
root         241  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/36:0H-events_highpri]
root         242  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/37]
root         243  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/37]
root         244  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/37]
root         245  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/37]
root         246  0.0  0.0      0     0 ?        I    03:01   0:01 [kworker/37:0-mm_percpu_wq]
root         247  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/37:0H-kblockd]
root         248  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/38]
root         249  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/38]
root         250  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/38]
root         251  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/38]
root         253  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/38:0H-events_highpri]
root         254  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/39]
root         255  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/39]
root         256  0.0  0.0      0     0 ?        S    03:01   0:02 [migration/39]
root         257  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/39]
root         259  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/39:0H-events_highpri]
root         260  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/40]
root         261  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/40]
root         262  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/40]
root         263  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/40]
root         265  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/40:0H-events_highpri]
root         266  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/41]
root         267  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/41]
root         268  0.0  0.0      0     0 ?        S    03:01   0:01 [migration/41]
root         269  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/41]
root         271  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/41:0H-kblockd]
root         272  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/42]
root         273  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/42]
root         274  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/42]
root         275  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/42]
root         276  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/42:0-mm_percpu_wq]
root         277  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/42:0H-events_highpri]
root         278  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/43]
root         279  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/43]
root         280  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/43]
root         281  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/43]
root         282  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/43:0-mm_percpu_wq]
root         283  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/43:0H-events_highpri]
root         284  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/44]
root         285  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/44]
root         286  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/44]
root         287  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/44]
root         289  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/44:0H-events_highpri]
root         290  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/45]
root         291  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/45]
root         292  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/45]
root         293  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/45]
root         295  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/45:0H-events_highpri]
root         296  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/46]
root         297  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/46]
root         298  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/46]
root         299  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/46]
root         300  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/46:0-events]
root         301  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/46:0H-events_highpri]
root         302  0.0  0.0      0     0 ?        S    03:01   0:00 [cpuhp/47]
root         303  0.0  0.0      0     0 ?        S    03:01   0:00 [idle_inject/47]
root         304  0.0  0.0      0     0 ?        S    03:01   0:00 [migration/47]
root         305  0.0  0.0      0     0 ?        S    03:01   0:00 [ksoftirqd/47]
root         306  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/47:0-mm_percpu_wq]
root         307  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/47:0H-events_highpri]
root         312  0.0  0.0      0     0 ?        S    03:01   0:00 [kdevtmpfs]
root         313  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-inet_frag_wq]
root         314  0.0  0.0      0     0 ?        S    03:01   0:00 [kauditd]
root         315  0.0  0.0      0     0 ?        S    03:01   0:00 [khungtaskd]
root         317  0.0  0.0      0     0 ?        S    03:01   0:00 [oom_reaper]
root         319  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-writeback]
root         320  0.0  0.0      0     0 ?        S    03:01   0:03 [kcompactd0]
root         321  0.0  0.0      0     0 ?        SN   03:01   0:00 [ksmd]
root         322  0.0  0.0      0     0 ?        SN   03:01   0:00 [khugepaged]
root         323  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-kintegrityd]
root         324  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-kblockd]
root         325  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-blkcg_punt_bio]
root         326  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/9-acpi]
root         327  0.0  0.0      0     0 ?        I    03:01   0:00 [kworker/24:1-mm_percpu_wq]
root         328  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-tpm_dev_wq]
root         329  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-ata_sff]
root         330  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-md]
root         331  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-md_bitmap]
root         332  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-edac-poller]
root         334  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-devfreq_wq]
root         335  0.0  0.0      0     0 ?        S    03:01   0:00 [watchdogd]
root         336  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/0:1H-kblockd]
root         338  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/30-AMD-Vi0-Evt]
root         339  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/31-AMD-Vi0-PPR]
root         340  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/32-AMD-Vi0-GA]
root         341  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/33-AMD-Vi1-Evt]
root         342  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/34-AMD-Vi1-PPR]
root         343  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/35-AMD-Vi1-GA]
root         344  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/36-AMD-Vi2-Evt]
root         345  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/37-AMD-Vi2-PPR]
root         346  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/38-AMD-Vi2-GA]
root         347  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/39-AMD-Vi3-Evt]
root         348  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/40-AMD-Vi3-PPR]
root         349  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/41-AMD-Vi3-GA]
root         350  0.0  0.0      0     0 ?        S    03:01   0:00 [kswapd0]
root         351  0.0  0.0      0     0 ?        S    03:01   0:00 [ecryptfs-kthread]
root         352  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/R-kthrotld]
root         353  0.0  0.0      0     0 ?        I<   03:01   0:00 [kworker/u197:0]
root         354  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/43-aerdrv]
root         355  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/44-aerdrv]
root         356  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/44-pcie-dpc]
root         357  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/45-aerdrv]
root         358  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/45-pcie-dpc]
root         359  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/46-aerdrv]
root         360  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/46-pcie-dpc]
root         361  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/47-aerdrv]
root         362  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/47-pcie-dpc]
root         363  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/52-aerdrv]
root         364  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/56-aerdrv]
root         365  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/57-aerdrv]
root         366  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/57-pcie-dpc]
root         367  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/60-aerdrv]
root         368  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/61-aerdrv]
root         369  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/61-pcie-dpc]
root         370  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/62-aerdrv]
root         371  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/62-pcie-dpc]
root         372  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/63-aerdrv]
root         373  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/63-pcie-dpc]
root         374  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/64-aerdrv]
root         375  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/64-pcie-dpc]
root         376  0.0  0.0      0     0 ?        S    03:01   0:00 [irq/67-pciehp]
